type;exec;size;slave;round_trip_time;latency
portal;24;8192;8;133;66.50
portal;24;8192;9;138;69.00
portal;24;8192;10;142;71.00
portal;24;8192;11;140;70.00
portal;24;8192;12;133;66.50
portal;24;8192;13;141;70.50
portal;24;8192;14;141;70.50
portal;24;8192;15;149;74.50
portal;25;8192;0;135;67.50
portal;25;8192;1;140;70.00
portal;25;8192;2;140;70.00
portal;25;8192;3;143;71.50
portal;25;8192;4;132;66.00
portal;25;8192;5;142;71.00
portal;25;8192;6;147;73.50
portal;25;8192;7;141;70.50
portal;25;8192;8;136;68.00
portal;25;8192;9;138;69.00
portal;25;8192;10;140;70.00
portal;25;8192;11;142;71.00
portal;25;8192;12;138;69.00
portal;25;8192;13;141;70.50
portal;25;8192;14;144;72.00
portal;25;8192;15;146;73.00
portal;26;8192;0;133;66.50
portal;26;8192;1;155;77.50
portal;26;8192;2;141;70.50
portal;26;8192;3;141;70.50
portal;26;8192;4;136;68.00
portal;26;8192;5;142;71.00
portal;26;8192;6;141;70.50
portal;26;8192;7;142;71.00
portal;26;8192;8;138;69.00
portal;26;8192;9;140;70.00
portal;26;8192;10;141;70.50
portal;26;8192;11;144;72.00
portal;26;8192;12;132;66.00
portal;26;8192;13;140;70.00
portal;26;8192;14;144;72.00
portal;26;8192;15;145;72.50
portal;27;8192;0;135;67.50
portal;27;8192;1;141;70.50
portal;27;8192;2;140;70.00
portal;27;8192;3;141;70.50
portal;27;8192;4;133;66.50
portal;27;8192;5;140;70.00
portal;27;8192;6;149;74.50
portal;27;8192;7;143;71.50
portal;27;8192;8;134;67.00
portal;27;8192;9;141;70.50
portal;27;8192;10;141;70.50
portal;27;8192;11;140;70.00
portal;27;8192;12;136;68.00
portal;27;8192;13;141;70.50
portal;27;8192;14;142;71.00
portal;27;8192;15;148;74.00
portal;28;8192;0;136;68.00
portal;28;8192;1;143;71.50
portal;28;8192;2;140;70.00
portal;28;8192;3;142;71.00
portal;28;8192;4;133;66.50
portal;28;8192;5;144;72.00
portal;28;8192;6;145;72.50
portal;28;8192;7;142;71.00
portal;28;8192;8;138;69.00
portal;28;8192;9;142;71.00
portal;28;8192;10;143;71.50
portal;28;8192;11;143;71.50
portal;28;8192;12;131;65.50
portal;28;8192;13;143;71.50
portal;28;8192;14;145;72.50
portal;28;8192;15;147;73.50
portal;29;8192;0;134;67.00
portal;29;8192;1;144;72.00
portal;29;8192;2;144;72.00
portal;29;8192;3;143;71.50
portal;29;8192;4;133;66.50
portal;29;8192;5;143;71.50
portal;29;8192;6;147;73.50
portal;29;8192;7;145;72.50
portal;29;8192;8;132;66.00
portal;29;8192;9;142;71.00
portal;29;8192;10;149;74.50
portal;29;8192;11;144;72.00
portal;29;8192;12;135;67.50
portal;29;8192;13;140;70.00
portal;29;8192;14;142;71.00
portal;29;8192;15;139;69.50
portal;30;8192;0;134;67.00
portal;30;8192;1;146;73.00
portal;30;8192;2;142;71.00
portal;30;8192;3;140;70.00
portal;30;8192;4;131;65.50
portal;30;8192;5;141;70.50
portal;30;8192;6;144;72.00
portal;30;8192;7;144;72.00
portal;30;8192;8;146;73.00
portal;30;8192;9;143;71.50
portal;30;8192;10;143;71.50
portal;30;8192;11;143;71.50
portal;30;8192;12;133;66.50
portal;30;8192;13;141;70.50
portal;30;8192;14;144;72.00
portal;30;8192;15;150;75.00
portal;31;8192;0;134;67.00
portal;31;8192;1;142;71.00
portal;31;8192;2;138;69.00
portal;31;8192;3;141;70.50
portal;31;8192;4;135;67.50
portal;31;8192;5;140;70.00
portal;31;8192;6;145;72.50
portal;31;8192;7;141;70.50
portal;31;8192;8;130;65.00
portal;31;8192;9;140;70.00
portal;31;8192;10;147;73.50
portal;31;8192;11;141;70.50
portal;31;8192;12;132;66.00
portal;31;8192;13;138;69.00
portal;31;8192;14;142;71.00
portal;31;8192;15;431;215.50
portal;1;16384;0;168;84.00
portal;1;16384;1;177;88.50
portal;1;16384;2;165;82.50
portal;1;16384;3;162;81.00
portal;1;16384;4;154;77.00
portal;1;16384;5;162;81.00
portal;1;16384;6;161;80.50
portal;1;16384;7;160;80.00
portal;1;16384;8;149;74.50
portal;1;16384;9;155;77.50
portal;1;16384;10;160;80.00
portal;1;16384;11;161;80.50
portal;1;16384;12;153;76.50
portal;1;16384;13;157;78.50
portal;1;16384;14;156;78.00
portal;1;16384;15;162;81.00
portal;2;16384;0;152;76.00
portal;2;16384;1;158;79.00
portal;2;16384;2;157;78.50
portal;2;16384;3;163;81.50
portal;2;16384;4;150;75.00
portal;2;16384;5;167;83.50
portal;2;16384;6;159;79.50
portal;2;16384;7;160;80.00
portal;2;16384;8;150;75.00
portal;2;16384;9;159;79.50
portal;2;16384;10;160;80.00
portal;2;16384;11;160;80.00
portal;2;16384;12;152;76.00
portal;2;16384;13;161;80.50
portal;2;16384;14;158;79.00
portal;2;16384;15;159;79.50
portal;3;16384;0;151;75.50
portal;3;16384;1;160;80.00
portal;3;16384;2;161;80.50
portal;3;16384;3;158;79.00
portal;3;16384;4;152;76.00
portal;3;16384;5;161;80.50
portal;3;16384;6;175;87.50
portal;3;16384;7;160;80.00
portal;3;16384;8;153;76.50
portal;3;16384;9;157;78.50
portal;3;16384;10;161;80.50
portal;3;16384;11;163;81.50
portal;3;16384;12;152;76.00
portal;3;16384;13;157;78.50
portal;3;16384;14;157;78.50
portal;3;16384;15;159;79.50
portal;4;16384;0;159;79.50
portal;4;16384;1;157;78.50
portal;4;16384;2;164;82.00
portal;4;16384;3;159;79.50
portal;4;16384;4;152;76.00
portal;4;16384;5;160;80.00
portal;4;16384;6;164;82.00
portal;4;16384;7;162;81.00
portal;4;16384;8;151;75.50
portal;4;16384;9;160;80.00
portal;4;16384;10;166;83.00
portal;4;16384;11;158;79.00
portal;4;16384;12;150;75.00
portal;4;16384;13;159;79.50
portal;4;16384;14;159;79.50
portal;4;16384;15;160;80.00
portal;5;16384;0;151;75.50
portal;5;16384;1;160;80.00
portal;5;16384;2;161;80.50
portal;5;16384;3;157;78.50
portal;5;16384;4;159;79.50
portal;5;16384;5;158;79.00
portal;5;16384;6;160;80.00
portal;5;16384;7;161;80.50
portal;5;16384;8;154;77.00
portal;5;16384;9;160;80.00
portal;5;16384;10;157;78.50
portal;5;16384;11;161;80.50
portal;5;16384;12;152;76.00
portal;5;16384;13;158;79.00
portal;5;16384;14;157;78.50
portal;5;16384;15;159;79.50
portal;6;16384;0;152;76.00
portal;6;16384;1;162;81.00
portal;6;16384;2;161;80.50
portal;6;16384;3;160;80.00
portal;6;16384;4;149;74.50
portal;6;16384;5;164;82.00
portal;6;16384;6;164;82.00
portal;6;16384;7;164;82.00
portal;6;16384;8;153;76.50
portal;6;16384;9;159;79.50
portal;6;16384;10;158;79.00
portal;6;16384;11;158;79.00
portal;6;16384;12;149;74.50
portal;6;16384;13;159;79.50
portal;6;16384;14;160;80.00
portal;6;16384;15;163;81.50
portal;7;16384;0;149;74.50
portal;7;16384;1;160;80.00
portal;7;16384;2;160;80.00
portal;7;16384;3;161;80.50
portal;7;16384;4;153;76.50
portal;7;16384;5;159;79.50
portal;7;16384;6;165;82.50
portal;7;16384;7;160;80.00
portal;7;16384;8;150;75.00
portal;7;16384;9;170;85.00
portal;7;16384;10;159;79.50
portal;7;16384;11;156;78.00
portal;7;16384;12;149;74.50
portal;7;16384;13;160;80.00
portal;7;16384;14;158;79.00
portal;7;16384;15;161;80.50
portal;8;16384;0;156;78.00
portal;8;16384;1;158;79.00
portal;8;16384;2;159;79.50
portal;8;16384;3;164;82.00
portal;8;16384;4;153;76.50
portal;8;16384;5;159;79.50
portal;8;16384;6;159;79.50
portal;8;16384;7;164;82.00
portal;8;16384;8;153;76.50
portal;8;16384;9;161;80.50
portal;8;16384;10;155;77.50
portal;8;16384;11;159;79.50
portal;8;16384;12;153;76.50
portal;8;16384;13;165;82.50
portal;8;16384;14;158;79.00
portal;8;16384;15;158;79.00
portal;9;16384;0;156;78.00
portal;9;16384;1;158;79.00
portal;9;16384;2;158;79.00
portal;9;16384;3;158;79.00
portal;9;16384;4;159;79.50
portal;9;16384;5;157;78.50
portal;9;16384;6;161;80.50
portal;9;16384;7;159;79.50
portal;9;16384;8;152;76.00
portal;9;16384;9;162;81.00
portal;9;16384;10;162;81.00
portal;9;16384;11;159;79.50
portal;9;16384;12;154;77.00
portal;9;16384;13;159;79.50
portal;9;16384;14;165;82.50
portal;9;16384;15;160;80.00
portal;10;16384;0;147;73.50
portal;10;16384;1;158;79.00
portal;10;16384;2;163;81.50
portal;10;16384;3;161;80.50
portal;10;16384;4;152;76.00
portal;10;16384;5;158;79.00
portal;10;16384;6;159;79.50
portal;10;16384;7;160;80.00
portal;10;16384;8;151;75.50
portal;10;16384;9;159;79.50
portal;10;16384;10;163;81.50
portal;10;16384;11;159;79.50
portal;10;16384;12;152;76.00
portal;10;16384;13;160;80.00
portal;10;16384;14;161;80.50
portal;10;16384;15;159;79.50
portal;11;16384;0;151;75.50
portal;11;16384;1;158;79.00
portal;11;16384;2;163;81.50
portal;11;16384;3;160;80.00
portal;11;16384;4;153;76.50
portal;11;16384;5;157;78.50
portal;11;16384;6;162;81.00
portal;11;16384;7;159;79.50
portal;11;16384;8;153;76.50
portal;11;16384;9;161;80.50
portal;11;16384;10;161;80.50
portal;11;16384;11;161;80.50
portal;11;16384;12;164;82.00
portal;11;16384;13;160;80.00
portal;11;16384;14;160;80.00
portal;11;16384;15;160;80.00
portal;12;16384;0;151;75.50
portal;12;16384;1;160;80.00
portal;12;16384;2;163;81.50
portal;12;16384;3;162;81.00
portal;12;16384;4;153;76.50
portal;12;16384;5;160;80.00
portal;12;16384;6;163;81.50
portal;12;16384;7;159;79.50
portal;12;16384;8;152;76.00
portal;12;16384;9;161;80.50
portal;12;16384;10;161;80.50
portal;12;16384;11;159;79.50
portal;12;16384;12;156;78.00
portal;12;16384;13;159;79.50
portal;12;16384;14;159;79.50
portal;12;16384;15;162;81.00
portal;13;16384;0;158;79.00
portal;13;16384;1;160;80.00
portal;13;16384;2;162;81.00
portal;13;16384;3;158;79.00
portal;13;16384;4;153;76.50
portal;13;16384;5;160;80.00
portal;13;16384;6;160;80.00
portal;13;16384;7;160;80.00
portal;13;16384;8;154;77.00
portal;13;16384;9;158;79.00
portal;13;16384;10;162;81.00
portal;13;16384;11;163;81.50
portal;13;16384;12;150;75.00
portal;13;16384;13;159;79.50
portal;13;16384;14;160;80.00
portal;13;16384;15;161;80.50
portal;14;16384;0;148;74.00
portal;14;16384;1;168;84.00
portal;14;16384;2;159;79.50
portal;14;16384;3;160;80.00
portal;14;16384;4;157;78.50
portal;14;16384;5;160;80.00
portal;14;16384;6;160;80.00
portal;14;16384;7;158;79.00
portal;14;16384;8;152;76.00
portal;14;16384;9;162;81.00
portal;14;16384;10;159;79.50
portal;14;16384;11;165;82.50
portal;14;16384;12;155;77.50
portal;14;16384;13;156;78.00
portal;14;16384;14;165;82.50
portal;14;16384;15;154;77.00
portal;15;16384;0;151;75.50
portal;15;16384;1;160;80.00
portal;15;16384;2;158;79.00
portal;15;16384;3;157;78.50
portal;15;16384;4;152;76.00
portal;15;16384;5;165;82.50
portal;15;16384;6;158;79.00
portal;15;16384;7;162;81.00
portal;15;16384;8;157;78.50
portal;15;16384;9;159;79.50
portal;15;16384;10;161;80.50
portal;15;16384;11;160;80.00
portal;15;16384;12;153;76.50
portal;15;16384;13;153;76.50
portal;15;16384;14;159;79.50
portal;15;16384;15;176;88.00
portal;16;16384;0;149;74.50
portal;16;16384;1;159;79.50
portal;16;16384;2;162;81.00
portal;16;16384;3;163;81.50
portal;16;16384;4;149;74.50
portal;16;16384;5;159;79.50
portal;16;16384;6;163;81.50
portal;16;16384;7;158;79.00
portal;16;16384;8;151;75.50
portal;16;16384;9;159;79.50
portal;16;16384;10;159;79.50
portal;16;16384;11;159;79.50
portal;16;16384;12;158;79.00
portal;16;16384;13;161;80.50
portal;16;16384;14;161;80.50
portal;16;16384;15;160;80.00
portal;17;16384;0;150;75.00
portal;17;16384;1;159;79.50
portal;17;16384;2;156;78.00
portal;17;16384;3;156;78.00
portal;17;16384;4;152;76.00
portal;17;16384;5;160;80.00
portal;17;16384;6;166;83.00
portal;17;16384;7;159;79.50
portal;17;16384;8;151;75.50
portal;17;16384;9;159;79.50
portal;17;16384;10;158;79.00
portal;17;16384;11;163;81.50
portal;17;16384;12;155;77.50
portal;17;16384;13;166;83.00
portal;17;16384;14;159;79.50
portal;17;16384;15;162;81.00
portal;18;16384;0;153;76.50
portal;18;16384;1;161;80.50
portal;18;16384;2;163;81.50
portal;18;16384;3;165;82.50
portal;18;16384;4;153;76.50
portal;18;16384;5;156;78.00
portal;18;16384;6;160;80.00
portal;18;16384;7;156;78.00
portal;18;16384;8;150;75.00
portal;18;16384;9;159;79.50
portal;18;16384;10;157;78.50
portal;18;16384;11;158;79.00
portal;18;16384;12;154;77.00
portal;18;16384;13;160;80.00
portal;18;16384;14;162;81.00
portal;18;16384;15;158;79.00
portal;19;16384;0;153;76.50
portal;19;16384;1;163;81.50
portal;19;16384;2;161;80.50
portal;19;16384;3;159;79.50
portal;19;16384;4;151;75.50
portal;19;16384;5;155;77.50
portal;19;16384;6;159;79.50
portal;19;16384;7;162;81.00
portal;19;16384;8;151;75.50
portal;19;16384;9;162;81.00
portal;19;16384;10;164;82.00
portal;19;16384;11;162;81.00
portal;19;16384;12;154;77.00
portal;19;16384;13;161;80.50
portal;19;16384;14;157;78.50
portal;19;16384;15;161;80.50
portal;20;16384;0;151;75.50
portal;20;16384;1;159;79.50
portal;20;16384;2;160;80.00
portal;20;16384;3;164;82.00
portal;20;16384;4;153;76.50
portal;20;16384;5;158;79.00
portal;20;16384;6;160;80.00
portal;20;16384;7;158;79.00
portal;20;16384;8;149;74.50
portal;20;16384;9;158;79.00
portal;20;16384;10;159;79.50
portal;20;16384;11;160;80.00
portal;20;16384;12;151;75.50
portal;20;16384;13;156;78.00
portal;20;16384;14;160;80.00
portal;20;16384;15;166;83.00
portal;21;16384;0;154;77.00
portal;21;16384;1;158;79.00
portal;21;16384;2;159;79.50
portal;21;16384;3;157;78.50
portal;21;16384;4;152;76.00
portal;21;16384;5;161;80.50
portal;21;16384;6;161;80.50
portal;21;16384;7;160;80.00
portal;21;16384;8;154;77.00
portal;21;16384;9;164;82.00
portal;21;16384;10;160;80.00
portal;21;16384;11;158;79.00
portal;21;16384;12;148;74.00
portal;21;16384;13;158;79.00
portal;21;16384;14;159;79.50
portal;21;16384;15;160;80.00
portal;22;16384;0;148;74.00
portal;22;16384;1;158;79.00
portal;22;16384;2;159;79.50
portal;22;16384;3;174;87.00
portal;22;16384;4;153;76.50
portal;22;16384;5;161;80.50
portal;22;16384;6;158;79.00
portal;22;16384;7;158;79.00
portal;22;16384;8;149;74.50
portal;22;16384;9;158;79.00
portal;22;16384;10;164;82.00
portal;22;16384;11;160;80.00
portal;22;16384;12;152;76.00
portal;22;16384;13;165;82.50
portal;22;16384;14;160;80.00
portal;22;16384;15;160;80.00
portal;23;16384;0;155;77.50
portal;23;16384;1;159;79.50
portal;23;16384;2;161;80.50
portal;23;16384;3;163;81.50
portal;23;16384;4;154;77.00
portal;23;16384;5;157;78.50
portal;23;16384;6;159;79.50
portal;23;16384;7;167;83.50
portal;23;16384;8;155;77.50
portal;23;16384;9;160;80.00
portal;23;16384;10;161;80.50
portal;23;16384;11;156;78.00
portal;23;16384;12;152;76.00
portal;23;16384;13;164;82.00
portal;23;16384;14;160;80.00
portal;23;16384;15;160;80.00
portal;24;16384;0;152;76.00
portal;24;16384;1;164;82.00
portal;24;16384;2;160;80.00
portal;24;16384;3;159;79.50
portal;24;16384;4;153;76.50
portal;24;16384;5;162;81.00
portal;24;16384;6;163;81.50
portal;24;16384;7;161;80.50
portal;24;16384;8;155;77.50
portal;24;16384;9;159;79.50
portal;24;16384;10;159;79.50
portal;24;16384;11;167;83.50
portal;24;16384;12;154;77.00
portal;24;16384;13;159;79.50
portal;24;16384;14;158;79.00
portal;24;16384;15;154;77.00
portal;25;16384;0;151;75.50
portal;25;16384;1;156;78.00
portal;25;16384;2;160;80.00
portal;25;16384;3;160;80.00
portal;25;16384;4;150;75.00
portal;25;16384;5;158;79.00
portal;25;16384;6;161;80.50
portal;25;16384;7;162;81.00
portal;25;16384;8;151;75.50
portal;25;16384;9;160;80.00
portal;25;16384;10;161;80.50
portal;25;16384;11;154;77.00
portal;25;16384;12;153;76.50
portal;25;16384;13;159;79.50
portal;25;16384;14;160;80.00
portal;25;16384;15;161;80.50
portal;26;16384;0;151;75.50
portal;26;16384;1;159;79.50
portal;26;16384;2;160;80.00
portal;26;16384;3;158;79.00
portal;26;16384;4;154;77.00
portal;26;16384;5;160;80.00
portal;26;16384;6;170;85.00
portal;26;16384;7;160;80.00
portal;26;16384;8;151;75.50
portal;26;16384;9;160;80.00
portal;26;16384;10;159;79.50
portal;26;16384;11;161;80.50
portal;26;16384;12;153;76.50
portal;26;16384;13;160;80.00
portal;26;16384;14;157;78.50
portal;26;16384;15;161;80.50
portal;27;16384;0;158;79.00
portal;27;16384;1;159;79.50
portal;27;16384;2;158;79.00
portal;27;16384;3;159;79.50
portal;27;16384;4;148;74.00
portal;27;16384;5;157;78.50
portal;27;16384;6;160;80.00
portal;27;16384;7;162;81.00
portal;27;16384;8;152;76.00
portal;27;16384;9;156;78.00
portal;27;16384;10;167;83.50
portal;27;16384;11;161;80.50
portal;27;16384;12;151;75.50
portal;27;16384;13;158;79.00
portal;27;16384;14;157;78.50
portal;27;16384;15;163;81.50
portal;28;16384;0;152;76.00
portal;28;16384;1;165;82.50
portal;28;16384;2;160;80.00
portal;28;16384;3;163;81.50
portal;28;16384;4;154;77.00
portal;28;16384;5;157;78.50
portal;28;16384;6;158;79.00
portal;28;16384;7;162;81.00
portal;28;16384;8;154;77.00
portal;28;16384;9;161;80.50
portal;28;16384;10;154;77.00
portal;28;16384;11;165;82.50
portal;28;16384;12;152;76.00
portal;28;16384;13;160;80.00
portal;28;16384;14;166;83.00
portal;28;16384;15;163;81.50
portal;29;16384;0;152;76.00
portal;29;16384;1;154;77.00
portal;29;16384;2;160;80.00
portal;29;16384;3;160;80.00
portal;29;16384;4;151;75.50
portal;29;16384;5;160;80.00
portal;29;16384;6;162;81.00
portal;29;16384;7;162;81.00
portal;29;16384;8;158;79.00
portal;29;16384;9;159;79.50
portal;29;16384;10;157;78.50
portal;29;16384;11;161;80.50
portal;29;16384;12;151;75.50
portal;29;16384;13;157;78.50
portal;29;16384;14;161;80.50
portal;29;16384;15;160;80.00
portal;30;16384;0;153;76.50
portal;30;16384;1;161;80.50
portal;30;16384;2;163;81.50
portal;30;16384;3;159;79.50
portal;30;16384;4;153;76.50
portal;30;16384;5;161;80.50
portal;30;16384;6;162;81.00
portal;30;16384;7;161;80.50
portal;30;16384;8;154;77.00
portal;30;16384;9;160;80.00
portal;30;16384;10;164;82.00
portal;30;16384;11;162;81.00
portal;30;16384;12;154;77.00
portal;30;16384;13;159;79.50
portal;30;16384;14;158;79.00
portal;30;16384;15;159;79.50
portal;31;16384;0;152;76.00
portal;31;16384;1;160;80.00
portal;31;16384;2;158;79.00
portal;31;16384;3;164;82.00
portal;31;16384;4;151;75.50
portal;31;16384;5;160;80.00
portal;31;16384;6;160;80.00
portal;31;16384;7;156;78.00
portal;31;16384;8;155;77.50
portal;31;16384;9;159;79.50
portal;31;16384;10;159;79.50
portal;31;16384;11;161;80.50
portal;31;16384;12;152;76.00
portal;31;16384;13;166;83.00
portal;31;16384;14;160;80.00
portal;31;16384;15;436;218.00
portal;1;32768;0;214;107.00
portal;1;32768;1;218;109.00
portal;1;32768;2;204;102.00
portal;1;32768;3;200;100.00
portal;1;32768;4;190;95.00
portal;1;32768;5;197;98.50
portal;1;32768;6;192;96.00
portal;1;32768;7;201;100.50
portal;1;32768;8;185;92.50
portal;1;32768;9;191;95.50
portal;1;32768;10;196;98.00
portal;1;32768;11;194;97.00
portal;1;32768;12;187;93.50
portal;1;32768;13;198;99.00
portal;1;32768;14;195;97.50
portal;1;32768;15;193;96.50
portal;2;32768;0;195;97.50
portal;2;32768;1;192;96.00
portal;2;32768;2;192;96.00
portal;2;32768;3;198;99.00
portal;2;32768;4;186;93.00
portal;2;32768;5;191;95.50
portal;2;32768;6;202;101.00
portal;2;32768;7;196;98.00
portal;2;32768;8;184;92.00
portal;2;32768;9;197;98.50
portal;2;32768;10;195;97.50
portal;2;32768;11;196;98.00
portal;2;32768;12;198;99.00
portal;2;32768;13;200;100.00
portal;2;32768;14;195;97.50
portal;2;32768;15;196;98.00
portal;3;32768;0;185;92.50
portal;3;32768;1;194;97.00
portal;3;32768;2;199;99.50
portal;3;32768;3;195;97.50
portal;3;32768;4;187;93.50
portal;3;32768;5;200;100.00
portal;3;32768;6;195;97.50
portal;3;32768;7;198;99.00
portal;3;32768;8;189;94.50
portal;3;32768;9;195;97.50
portal;3;32768;10;192;96.00
portal;3;32768;11;197;98.50
portal;3;32768;12;187;93.50
portal;3;32768;13;195;97.50
portal;3;32768;14;198;99.00
portal;3;32768;15;195;97.50
portal;4;32768;0;189;94.50
portal;4;32768;1;202;101.00
portal;4;32768;2;197;98.50
portal;4;32768;3;198;99.00
portal;4;32768;4;188;94.00
portal;4;32768;5;197;98.50
portal;4;32768;6;194;97.00
portal;4;32768;7;201;100.50
portal;4;32768;8;185;92.50
portal;4;32768;9;198;99.00
portal;4;32768;10;208;104.00
portal;4;32768;11;197;98.50
portal;4;32768;12;188;94.00
portal;4;32768;13;195;97.50
portal;4;32768;14;200;100.00
portal;4;32768;15;203;101.50
portal;5;32768;0;190;95.00
portal;5;32768;1;192;96.00
portal;5;32768;2;197;98.50
portal;5;32768;3;195;97.50
portal;5;32768;4;190;95.00
portal;5;32768;5;192;96.00
portal;5;32768;6;206;103.00
portal;5;32768;7;202;101.00
portal;5;32768;8;188;94.00
portal;5;32768;9;197;98.50
portal;5;32768;10;192;96.00
portal;5;32768;11;194;97.00
portal;5;32768;12;194;97.00
portal;5;32768;13;195;97.50
portal;5;32768;14;193;96.50
portal;5;32768;15;198;99.00
portal;6;32768;0;186;93.00
portal;6;32768;1;194;97.00
portal;6;32768;2;199;99.50
portal;6;32768;3;196;98.00
portal;6;32768;4;184;92.00
portal;6;32768;5;196;98.00
portal;6;32768;6;193;96.50
portal;6;32768;7;196;98.00
portal;6;32768;8;196;98.00
portal;6;32768;9;195;97.50
portal;6;32768;10;193;96.50
portal;6;32768;11;198;99.00
portal;6;32768;12;189;94.50
portal;6;32768;13;197;98.50
portal;6;32768;14;200;100.00
portal;6;32768;15;192;96.00
portal;7;32768;0;188;94.00
portal;7;32768;1;197;98.50
portal;7;32768;2;196;98.00
portal;7;32768;3;194;97.00
portal;7;32768;4;188;94.00
portal;7;32768;5;196;98.00
portal;7;32768;6;194;97.00
portal;7;32768;7;200;100.00
portal;7;32768;8;188;94.00
portal;7;32768;9;194;97.00
portal;7;32768;10;204;102.00
portal;7;32768;11;193;96.50
portal;7;32768;12;186;93.00
portal;7;32768;13;196;98.00
portal;7;32768;14;194;97.00
portal;7;32768;15;196;98.00
portal;8;32768;0;190;95.00
portal;8;32768;1;191;95.50
portal;8;32768;2;195;97.50
portal;8;32768;3;205;102.50
portal;8;32768;4;194;97.00
portal;8;32768;5;196;98.00
portal;8;32768;6;205;102.50
portal;8;32768;7;196;98.00
portal;8;32768;8;185;92.50
portal;8;32768;9;196;98.00
portal;8;32768;10;191;95.50
portal;8;32768;11;195;97.50
portal;8;32768;12;194;97.00
portal;8;32768;13;194;97.00
portal;8;32768;14;193;96.50
portal;8;32768;15;195;97.50
portal;9;32768;0;187;93.50
portal;9;32768;1;191;95.50
portal;9;32768;2;202;101.00
portal;9;32768;3;194;97.00
portal;9;32768;4;184;92.00
portal;9;32768;5;198;99.00
portal;9;32768;6;194;97.00
portal;9;32768;7;194;97.00
portal;9;32768;8;193;96.50
portal;9;32768;9;193;96.50
portal;9;32768;10;195;97.50
portal;9;32768;11;196;98.00
portal;9;32768;12;185;92.50
portal;9;32768;13;190;95.00
portal;9;32768;14;205;102.50
portal;9;32768;15;196;98.00
portal;10;32768;0;183;91.50
portal;10;32768;1;204;102.00
portal;10;32768;2;193;96.50
portal;10;32768;3;193;96.50
portal;10;32768;4;197;98.50
portal;10;32768;5;197;98.50
portal;10;32768;6;193;96.50
portal;10;32768;7;200;100.00
portal;10;32768;8;194;97.00
portal;10;32768;9;193;96.50
portal;10;32768;10;197;98.50
portal;10;32768;11;195;97.50
portal;10;32768;12;190;95.00
portal;10;32768;13;195;97.50
portal;10;32768;14;192;96.00
portal;10;32768;15;200;100.00
portal;11;32768;0;190;95.00
portal;11;32768;1;195;97.50
portal;11;32768;2;194;97.00
portal;11;32768;3;202;101.00
portal;11;32768;4;185;92.50
portal;11;32768;5;195;97.50
portal;11;32768;6;203;101.50
portal;11;32768;7;203;101.50
portal;11;32768;8;188;94.00
portal;11;32768;9;200;100.00
portal;11;32768;10;199;99.50
portal;11;32768;11;194;97.00
portal;11;32768;12;186;93.00
portal;11;32768;13;198;99.00
portal;11;32768;14;192;96.00
portal;11;32768;15;200;100.00
portal;12;32768;0;184;92.00
portal;12;32768;1;196;98.00
portal;12;32768;2;195;97.50
portal;12;32768;3;197;98.50
portal;12;32768;4;193;96.50
portal;12;32768;5;193;96.50
portal;12;32768;6;190;95.00
portal;12;32768;7;197;98.50
portal;12;32768;8;187;93.50
portal;12;32768;9;195;97.50
portal;12;32768;10;195;97.50
portal;12;32768;11;193;96.50
portal;12;32768;12;189;94.50
portal;12;32768;13;191;95.50
portal;12;32768;14;198;99.00
portal;12;32768;15;194;97.00
portal;13;32768;0;185;92.50
portal;13;32768;1;196;98.00
portal;13;32768;2;191;95.50
portal;13;32768;3;197;98.50
portal;13;32768;4;187;93.50
portal;13;32768;5;193;96.50
portal;13;32768;6;194;97.00
portal;13;32768;7;193;96.50
portal;13;32768;8;184;92.00
portal;13;32768;9;196;98.00
portal;13;32768;10;197;98.50
portal;13;32768;11;194;97.00
portal;13;32768;12;191;95.50
portal;13;32768;13;192;96.00
portal;13;32768;14;201;100.50
portal;13;32768;15;198;99.00
portal;14;32768;0;189;94.50
portal;14;32768;1;197;98.50
portal;14;32768;2;199;99.50
portal;14;32768;3;196;98.00
portal;14;32768;4;188;94.00
portal;14;32768;5;200;100.00
portal;14;32768;6;195;97.50
portal;14;32768;7;196;98.00
portal;14;32768;8;183;91.50
portal;14;32768;9;188;94.00
portal;14;32768;10;193;96.50
portal;14;32768;11;195;97.50
portal;14;32768;12;183;91.50
portal;14;32768;13;191;95.50
portal;14;32768;14;192;96.00
portal;14;32768;15;197;98.50
portal;15;32768;0;190;95.00
portal;15;32768;1;194;97.00
portal;15;32768;2;200;100.00
portal;15;32768;3;196;98.00
portal;15;32768;4;188;94.00
portal;15;32768;5;194;97.00
portal;15;32768;6;199;99.50
portal;15;32768;7;198;99.00
portal;15;32768;8;185;92.50
portal;15;32768;9;197;98.50
portal;15;32768;10;192;96.00
portal;15;32768;11;195;97.50
portal;15;32768;12;191;95.50
portal;15;32768;13;195;97.50
portal;15;32768;14;194;97.00
portal;15;32768;15;199;99.50
portal;16;32768;0;190;95.00
portal;16;32768;1;196;98.00
portal;16;32768;2;195;97.50
portal;16;32768;3;195;97.50
portal;16;32768;4;192;96.00
portal;16;32768;5;194;97.00
portal;16;32768;6;193;96.50
portal;16;32768;7;200;100.00
portal;16;32768;8;192;96.00
portal;16;32768;9;197;98.50
portal;16;32768;10;194;97.00
portal;16;32768;11;198;99.00
portal;16;32768;12;187;93.50
portal;16;32768;13;190;95.00
portal;16;32768;14;196;98.00
portal;16;32768;15;195;97.50
portal;17;32768;0;193;96.50
